,co,pm25,no2,is_holiday,hour_sin,hour_cos,dayofweek_sin,dayofweek_cos
2024-03-28 16:00:00+07:00,7.201170883281678,4.249922794040544,4.470495282661489,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419
2024-03-28 17:00:00+07:00,6.859614903654202,4.030694535145645,4.432006566978902,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
2024-03-28 18:00:00+07:00,6.52795791762255,4.041295341132285,4.33729074083249,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
2024-03-28 19:00:00+07:00,6.126869184114185,4.210645017918261,4.2456340097683265,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419
2024-03-28 20:00:00+07:00,5.886104031450156,3.751854253275325,4.00369019395397,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
2024-03-28 21:00:00+07:00,6.025865973825314,3.770459441106359,4.169761201506855,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419
2024-03-28 22:00:00+07:00,6.306275286948016,3.828641396489095,3.8897773964808264,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
2024-03-28 23:00:00+07:00,5.8805329864007,3.4781584227982836,3.899950424193877,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419
2024-03-29 00:00:00+07:00,6.025865973825314,3.6109179126442243,4.223909766576744,0,0.0,1.0,-0.433883739117558,-0.9009688679024191
2024-03-29 01:00:00+07:00,6.049733455231958,3.648057459593681,4.039536325727106,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191
2024-03-29 02:00:00+07:00,6.1463292576688975,3.877431560658527,3.380994674344636,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2024-03-29 03:00:00+07:00,6.594413459749778,3.845883202923601,4.897839799950911,0,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191
2024-03-29 04:00:00+07:00,6.499787040655854,3.8691155044168695,4.74493212836325,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2024-03-29 05:00:00+07:00,,,,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191
2024-03-29 06:00:00+07:00,6.741700694652055,3.9721769282478934,4.461299815568389,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2024-03-29 07:00:00+07:00,,,,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
2024-03-29 08:00:00+07:00,,,,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
2024-03-29 09:00:00+07:00,6.437751649736401,4.036008985209137,4.009149716158869,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191
2024-03-29 10:00:00+07:00,5.4680601411351315,4.11414718951828,3.775057150354989,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
2024-03-29 11:00:00+07:00,6.025865973825314,3.9740583963475986,3.624340932976365,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191
2024-03-29 12:00:00+07:00,5.993961427306569,3.7864597824528,3.4995332823830174,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
2024-03-29 13:00:00+07:00,6.267200548541362,3.4531571205928664,3.4339872044851463,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191
2024-03-29 14:00:00+07:00,5.0106352940962555,3.246490991901174,3.250374491927572,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
2024-03-29 15:00:00+07:00,,,,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191
2024-03-29 16:00:00+07:00,,,,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
2024-03-29 17:00:00+07:00,,,,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
2024-03-29 18:00:00+07:00,,,,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
2024-03-29 19:00:00+07:00,,,,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191
2024-03-29 20:00:00+07:00,,,3.9435216724875173,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2024-03-29 21:00:00+07:00,6.769641976852503,3.6054978451748854,4.241326752570746,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191
2024-03-29 22:00:00+07:00,6.641182169740591,3.484312288372662,4.212127597878484,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
2024-03-29 23:00:00+07:00,6.473890696352274,3.462606009790799,4.22683374526818,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191
2024-03-30 00:00:00+07:00,6.270988431858299,3.563882963939251,4.290459441148391,0,0.0,1.0,-0.9749279121818236,-0.2225209339563146
2024-03-30 01:00:00+07:00,6.361302477572996,3.8264651170664994,4.264087336809195,0,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146
2024-03-30 02:00:00+07:00,6.3818160174060985,4.005513348515485,4.450852825603734,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2024-03-30 03:00:00+07:00,5.857933154483459,3.9926809084456005,4.123903364463645,0,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146
